time,pump,command
2023-12-11-22-29-32,1,1
2023-12-11-23-28-32,1,1
2023-12-11-19-03-03,2,0
2023-12-11-20-02-33,3,0
2023-12-11-23-03-03,4,0
2023-12-11-23-31-05,1,0
2023-12-11-23-35-02,1,0
2023-12-11-23-42-37,1,0
2023-12-11-23-31-06,2,0
2023-12-11-23-42-37,2,0
2023-12-11-23-31-06,3,0
2023-12-11-23-42-37,3,0
2023-12-11-23-31-06,4,0
2023-12-11-23-42-38,4,0
2023-12-11-23-43-33,1,0
2023-12-11-23-43-33,2,0
2023-12-11-23-43-33,3,0
2023-12-11-23-43-33,4,0
2023-12-11-23-58-06,1,0
2023-12-11-23-58-06,2,0
2023-12-11-23-58-06,3,0
2023-12-11-23-58-06,4,0
2023-12-11-23-59-02,1,0
2023-12-11-23-59-38,1,0
2023-12-11-23-59-02,2,0
2023-12-11-23-59-38,2,0
2023-12-11-23-59-03,3,0
2023-12-11-23-59-39,3,0
2023-12-11-23-59-03,4,0
2023-12-11-23-59-39,4,0
2023-12-12-00-00-03,1,0
2023-12-12-00-00-03,2,0
2023-12-12-00-00-03,3,0
2023-12-12-00-00-03,4,0
2023-12-12-00-01-02,1,0
2023-12-12-00-01-38,1,0
2023-12-12-00-01-02,2,0
2023-12-12-00-01-02,3,0
2023-12-12-00-01-02,4,0
2023-12-12-00-01-38,2,0
2023-12-12-00-01-38,3,0
2023-12-12-00-01-39,4,0
2023-12-12-00-02-02,1,0
2023-12-12-00-02-03,2,0
2023-12-12-00-02-03,3,0
2023-12-12-00-02-03,4,0
2023-12-12-00-03-37,1,0
2023-12-12-00-32-32,1,1
2023-12-12-00-03-37,2,0
2023-12-12-06-00-02,2,1
2023-12-12-00-38-32,1,0
2023-12-12-06-45-02,2,0
2023-12-12-00-03-38,3,0
2023-12-12-09-00-03,3,1
2023-12-12-07-46-32,2,1
2023-12-12-16-05-02,2,0
2023-12-12-07-00-03,1,1
2023-12-12-17-49-32,2,1
2023-12-12-19-03-03,2,0
2023-12-13-06-00-02,2,1
2023-12-12-18-03-02,1,0
2023-12-13-06-42-02,2,0
2023-12-12-16-03-02,3,0
2023-12-13-07-00-03,1,1
2023-12-13-09-00-03,3,1
2023-12-13-07-44-32,2,1
2023-12-12-00-03-38,4,0
2023-12-13-11-48-36,2,0
2023-12-13-11-45-35,1,1
2023-12-13-13-46-02,2,1
2023-12-13-11-45-36,3,1
2023-12-13-11-48-36,4,0
2023-12-13-15-02-32,1,1
2023-12-13-15-02-32,2,1
2023-12-13-15-02-32,3,1
2023-12-13-16-11-02,3,1
2023-12-13-15-05-32,4,0
2023-12-13-16-13-36,3,0
2023-12-13-16-10-36,1,1
2023-12-13-16-18-02,1,1
2023-12-13-16-10-36,2,1
2023-12-13-16-14-32,3,0
2023-12-13-16-13-36,4,0
2023-12-13-16-21-03,2,0
2023-12-13-16-21-03,3,0
2023-12-13-16-21-03,4,0
2023-12-13-16-19-32,1,1
2023-12-13-16-22-32,2,0
2023-12-13-16-22-32,3,0
2023-12-13-16-22-33,4,0
2023-12-13-19-23-37,1,1
2023-12-13-19-38-53,1,1
2023-12-13-19-26-37,2,0
2023-12-13-19-26-37,3,0
2023-12-13-19-26-37,4,0
2023-12-13-19-41-53,2,0
2023-12-13-19-41-53,3,0
2023-12-13-19-41-53,4,0
2023-12-13-19-41-35,1,1
2023-12-13-19-44-35,2,0
2023-12-14-06-00-02,2,1
2023-12-13-20-03-03,1,0
2023-12-14-06-43-02,2,0
2023-12-13-19-44-35,3,0
2023-12-14-07-00-03,1,1
2023-12-14-07-48-02,2,1
2023-12-14-09-00-03,3,1
2023-12-14-10-38-02,1,1
2023-12-14-10-38-02,2,1
2023-12-14-10-38-02,3,1
2023-12-14-10-39-03,1,1
2023-12-14-10-39-03,2,1
2023-12-14-10-39-03,3,1
2023-12-13-19-44-36,4,0
2023-12-14-10-41-03,4,0
2023-12-14-10-40-37,1,1
2023-12-14-10-40-37,2,1
2023-12-14-10-40-37,3,1
2023-12-14-10-42-03,4,0
2023-12-14-10-43-37,4,0
2023-12-14-10-43-35,2,1
2023-12-14-10-43-35,1,1
2023-12-14-10-43-35,3,1
2023-12-14-13-37-03,2,0
2023-12-14-10-46-35,4,0
2023-12-14-13-47-06,2,0
2023-12-14-13-47-06,4,0
2023-12-14-14-46-06,1,1
2023-12-14-14-46-06,3,1
2023-12-14-14-49-06,2,0
2023-12-14-14-49-07,4,0
2023-12-14-14-50-05,3,1
2023-12-14-15-19-03,3,1
2023-12-14-15-21-32,3,0
2023-12-14-14-50-05,1,1
2023-12-14-14-53-05,2,0
2023-12-14-15-22-33,3,0
2023-12-14-14-53-05,4,0
2023-12-14-15-40-07,2,1
2023-12-14-15-40-07,1,1
2023-12-14-18-38-33,1,0
2023-12-14-16-32-03,2,0
2023-12-14-15-43-07,3,0
2023-12-14-15-43-07,4,0
2023-12-14-19-04-38,1,0
2023-12-14-23-46-34,1,1
2023-12-14-19-04-38,2,0
2023-12-15-06-34-32,2,1
2023-12-15-08-00-02,2,0
2023-12-15-00-13-03,1,0
2023-12-14-19-04-38,3,0
2023-12-15-08-00-03,2,1
2023-12-15-12-39-03,2,1
2023-12-15-12-39-03,2,0
2023-12-15-09-00-02,3,1
2023-12-15-13-19-02,3,1
2023-12-15-13-21-32,3,0
2023-12-15-13-21-33,3,1
2023-12-15-13-24-02,3,0
2023-12-15-13-26-03,3,0
2023-12-15-12-42-35,2,0
2023-12-15-14-49-33,2,1
2023-12-15-14-26-02,3,1
2023-12-15-15-50-33,2,0
2023-12-15-17-51-02,2,1
2023-12-15-08-00-03,1,1
2023-12-15-22-28-03,1,0
2023-12-15-23-33-32,1,1
2023-12-16-01-33-03,1,0
2023-12-16-02-25-02,1,1
2023-12-16-03-22-32,1,0
2023-12-15-16-12-34,3,0
2023-12-16-12-11-02,1,1
2023-12-16-12-34-02,1,0
2023-12-16-12-21-04,3,1
2023-12-16-12-51-32,1,1
2023-12-16-15-18-03,1,0
2023-12-16-14-17-03,3,0
2023-12-16-15-24-32,1,1
2023-12-16-16-41-02,3,1
2023-12-16-18-23-36,1,1
2023-12-16-18-23-37,3,1
2023-12-15-19-03-03,2,0
2023-12-14-19-04-38,4,0
2023-12-16-18-26-36,2,0
2023-12-16-18-26-37,4,0
2023-12-16-18-29-07,2,0
2023-12-16-18-26-07,1,1
2023-12-16-20-00-02,2,1
2023-12-16-18-26-08,3,1
2023-12-16-21-45-02,1,0
2023-12-17-00-57-32,1,1
2023-12-16-23-48-02,2,0
2023-12-17-08-36-03,2,1
2023-12-17-01-23-02,1,0
2023-12-17-00-47-32,3,0
2023-12-16-18-29-08,4,0
2023-12-17-10-38-35,2,1
2023-12-17-10-41-35,1,0
2023-12-17-10-41-36,3,0
2023-12-17-10-41-36,4,0
2023-12-17-11-09-35,2,1
2023-12-17-12-20-04,2,0
2023-12-17-11-12-35,3,0
2023-12-17-14-00-02,3,1
2023-12-17-13-06-32,2,1
2023-12-17-11-12-35,1,0
2023-12-17-14-49-33,2,0
2023-12-17-14-13-03,3,0
2023-12-17-11-12-36,4,0
2023-12-17-15-16-06,1,0
2023-12-17-15-16-06,2,0
2023-12-17-15-16-06,3,0
2023-12-17-15-16-06,4,0
2023-12-17-15-20-36,1,0
2023-12-17-15-27-33,1,1
2023-12-17-15-40-06,1,0
2023-12-17-15-20-36,2,0
2023-12-17-15-20-37,3,0
2023-12-17-15-20-37,4,0
2023-12-17-15-40-06,2,0
2023-12-17-15-40-06,3,0
2023-12-17-15-40-06,4,0
2023-12-17-16-28-36,1,1
2023-12-17-16-31-36,2,0
2023-12-17-16-31-36,3,0
2023-12-17-16-31-37,4,0
2023-12-17-16-54-08,1,1
2023-12-17-17-03-08,1,0
2023-12-17-16-57-08,2,0
2023-12-17-16-57-08,3,0
2023-12-17-16-57-08,4,0
2023-12-17-17-03-08,2,0
2023-12-17-17-03-08,3,0
2023-12-17-17-03-08,4,0
2023-12-17-17-04-09,1,1
2023-12-17-17-07-09,2,0
2023-12-17-17-10-36,1,1
2023-12-17-17-10-36,2,1
2023-12-17-17-11-36,2,0
2023-12-17-17-07-09,3,0
2023-12-17-17-07-09,4,0
2023-12-17-17-11-37,3,0
2023-12-17-17-13-36,3,0
2023-12-17-17-11-37,4,0
2023-12-17-17-13-37,4,0
2023-12-17-17-11-36,1,0
2023-12-17-17-12-36,2,1
2023-12-17-17-15-36,1,0
2023-12-17-17-20-42,2,1
2023-12-17-17-22-36,1,1
2023-12-17-17-15-36,3,0
2023-12-17-17-23-42,3,0
2023-12-17-17-15-36,4,0
2023-12-17-17-23-42,4,0
2023-12-17-17-22-36,2,1
2023-12-17-17-23-42,1,0
2023-12-17-17-25-36,3,0
2023-12-17-17-25-36,4,0
2023-12-17-17-25-44,2,1
2023-12-17-17-28-44,1,0
2023-12-17-17-28-44,3,0
2023-12-17-17-28-44,4,0
2023-12-17-17-32-37,1,0
2023-12-17-17-32-37,3,0
2023-12-17-17-39-10,1,1
2023-12-17-18-24-10,1,0
2023-12-17-17-29-37,2,1
2023-12-17-18-44-35,1,1
2023-12-17-18-00-06,3,1
2023-12-17-18-52-12,2,0
2023-12-17-20-59-34,2,1
2023-12-17-19-21-13,1,0
2023-12-17-22-03-12,2,0
2023-12-18-06-00-14,2,1
2023-12-18-06-43-38,2,1
2023-12-18-06-44-39,2,1
2023-12-18-06-46-13,2,0
2023-12-18-06-47-03,2,0
2023-12-18-06-50-02,2,0
2023-12-17-19-26-11,3,0
2023-12-18-09-00-09,3,1
2023-12-18-11-41-09,3,0
2023-12-18-13-00-12,3,1
2023-12-18-15-34-02,3,1
2023-12-18-15-35-40,3,1
2023-12-18-15-36-11,3,0
2023-12-18-15-37-39,3,0
2023-12-18-04-00-36,1,1
2023-12-17-17-32-37,4,0
2023-12-18-07-11-11,2,1
2023-12-18-18-00-06,4,1
2023-12-18-17-23-36,1,0
2023-12-18-19-03-13,2,0
2023-12-18-15-39-08,3,0
2023-12-18-19-16-36,4,1
2023-12-18-19-19-36,1,0
2023-12-18-19-19-36,2,0
2023-12-18-19-19-36,3,0
2023-12-18-19-57-12,4,1
2023-12-18-20-01-10,4,1
2023-12-18-20-00-12,1,0
2023-12-18-20-04-10,1,0
2023-12-18-20-00-12,2,0
2023-12-18-20-04-10,2,0
2023-12-18-20-00-12,3,0
2023-12-18-20-04-10,3,0
2023-12-18-20-03-18,4,1
2023-12-18-20-06-18,1,0
2023-12-18-20-06-18,2,0
2023-12-18-20-06-18,3,0
2023-12-18-20-10-47,1,0
2023-12-18-20-15-05,1,1
2023-12-18-20-07-47,4,1
2023-12-18-22-22-42,1,0
2023-12-19-05-00-11,1,1
2023-12-19-06-00-12,1,1
2023-12-19-06-01-11,1,0
2023-12-19-06-05-08,1,0
2023-12-18-20-10-47,2,0
2023-12-19-06-29-34,1,1
2023-12-19-07-30-34,2,1
2023-12-18-20-10-47,3,0
2023-12-18-23-03-10,4,0
2023-12-19-09-28-44,2,1
2023-12-19-11-47-33,2,1
2023-12-19-11-50-07,2,0
2023-12-19-11-54-04,2,0
2023-12-19-09-28-44,3,1
2023-12-19-14-44-34,2,1
2023-12-19-09-28-44,1,1
2023-12-19-16-11-12,2,0
2023-12-19-16-03-04,3,0
2023-12-19-18-08-36,2,1
2023-12-19-19-01-32,3,1
2023-12-19-19-33-38,3,1
2023-12-19-19-35-12,3,0
2023-12-19-19-37-03,3,0
2023-12-19-21-35-40,3,1
2023-12-19-17-53-32,1,0
2023-12-19-19-03-12,2,0
2023-12-19-22-11-40,3,0
2023-12-20-08-00-07,3,1
2023-12-20-16-34-11,3,1
2023-12-20-16-36-10,3,0
2023-12-20-07-00-09,2,1
2023-12-20-18-37-36,2,1
2023-12-20-18-38-37,2,1
2023-12-20-18-39-11,2,0
2023-12-20-18-41-12,2,0
2023-12-20-05-00-08,1,1
2023-12-20-23-16-38,1,0
2023-12-20-18-43-05,2,0
2023-12-21-07-00-04,2,1
2023-12-21-08-00-11,2,1
2023-12-21-08-01-42,2,0
2023-12-20-16-40-06,3,0
2023-12-21-08-06-38,3,1
2023-12-21-08-25-39,3,1
2023-12-21-08-27-06,3,1
2023-12-21-08-28-03,3,0
2023-12-21-08-29-05,3,0
2023-12-21-08-05-39,2,0
2023-12-21-08-30-43,3,0
2023-12-21-08-49-42,2,1
2023-12-21-14-19-10,2,1
2023-12-21-14-21-09,2,0
2023-12-21-14-25-04,2,0
2023-12-21-09-00-12,3,1
2023-12-21-16-54-13,3,1
2023-12-21-16-56-36,3,0
2023-12-21-16-00-06,2,1
2023-12-20-23-25-10,1,1
2023-12-21-19-02-34,1,0
2023-12-21-21-17-09,1,1
2023-12-21-18-03-03,2,0
2023-12-22-06-33-38,2,1
2023-12-22-07-48-35,2,0
2023-12-21-22-54-39,1,0
2023-12-21-17-00-05,3,0
2023-12-22-09-00-04,3,1
2023-12-22-08-27-06,2,1
2023-12-22-09-00-04,1,1
2023-12-22-23-03-03,1,0
2023-12-22-19-03-10,2,0
2023-12-22-16-33-38,3,0
2023-12-19-09-31-44,4,0
2023-12-23-09-10-11,1,0
2023-12-23-09-10-11,2,0
2023-12-23-09-10-11,3,0
2023-12-23-09-10-11,4,0
2023-12-23-09-17-09,3,0
2023-12-23-14-00-10,3,1
2023-12-23-16-14-37,3,1
2023-12-23-16-17-12,3,0
2023-12-23-16-17-36,3,1
2023-12-23-16-18-42,3,0
2023-12-23-16-22-41,3,0
2023-12-23-17-14-11,3,1
2023-12-23-17-53-04,3,1
2023-12-23-17-55-39,3,0
2023-12-23-09-17-09,2,0
2023-12-23-17-57-05,3,0
2023-12-23-19-52-11,3,1
2023-12-23-20-25-36,3,1
2023-12-23-20-27-35,3,0
2023-12-23-20-29-35,3,0
2023-12-23-18-00-09,2,1
2023-12-23-21-42-32,3,1
2023-12-23-22-23-42,3,0
2023-12-23-23-43-11,3,1
2023-12-23-09-17-09,1,0
2023-12-23-21-56-08,2,0
2023-12-23-09-17-09,4,0
2023-12-24-00-13-43,3,1
2023-12-24-00-16-43,1,0
2023-12-24-00-16-43,2,0
2023-12-24-01-03-06,3,0
2023-12-24-00-16-43,4,0
2023-12-24-07-18-45,1,0
2023-12-24-07-18-45,2,0
2023-12-24-07-18-45,3,0
2023-12-24-07-18-45,4,0
2023-12-24-09-32-45,1,0
2023-12-24-09-32-45,2,0
2023-12-24-10-05-34,1,1
2023-12-24-10-05-34,2,1
2023-12-24-10-09-11,1,0
2023-12-24-10-09-11,2,0
2023-12-24-10-11-41,1,1
2023-12-24-10-11-41,2,1
2023-12-24-10-15-07,1,0
2023-12-24-10-15-07,2,0
2023-12-24-10-16-02,1,1
2023-12-24-10-16-03,2,1
2023-12-24-10-19-40,1,0
2023-12-24-10-19-40,2,0
2023-12-24-10-20-36,1,1
2023-12-24-10-20-37,2,1
2023-12-24-10-24-02,1,0
2023-12-24-10-24-02,2,0
2023-12-24-10-24-42,1,1
2023-12-24-10-24-42,2,1
2023-12-24-10-28-08,1,0
2023-12-24-10-28-08,2,0
2023-12-24-10-28-38,1,1
2023-12-24-10-28-38,2,1
2023-12-24-10-32-04,1,0
2023-12-24-10-32-04,2,0
2023-12-24-10-32-37,1,1
2023-12-24-10-32-37,2,1
2023-12-24-10-36-03,1,0
2023-12-24-10-36-03,2,0
2023-12-24-10-36-42,1,1
2023-12-24-10-36-42,2,1
2023-12-24-10-40-08,1,0
2023-12-24-10-40-09,2,0
2023-12-24-10-40-38,1,1
2023-12-24-10-40-39,2,1
2023-12-24-10-44-05,1,0
2023-12-24-10-44-05,2,0
2023-12-24-10-44-38,1,1
2023-12-24-10-44-39,2,1
2023-12-24-10-48-07,1,0
2023-12-24-10-48-07,2,0
2023-12-24-10-49-05,1,1
2023-12-24-10-49-05,2,1
2023-12-24-10-52-42,1,0
2023-12-24-10-52-42,2,0
2023-12-24-10-53-35,1,1
2023-12-24-10-53-35,2,1
2023-12-24-10-57-12,1,0
2023-12-24-10-57-12,2,0
2023-12-24-10-58-09,1,1
2023-12-24-10-58-09,2,1
2023-12-24-11-01-39,1,0
2023-12-24-11-01-39,2,0
2023-12-24-09-32-45,3,0
2023-12-24-09-32-45,4,0
2023-12-24-11-03-09,3,0
2023-12-25-19-59-11,3,1
2023-12-24-11-03-09,1,0
2023-12-24-11-03-09,2,0
2023-12-24-11-03-10,4,0
2023-12-25-20-02-11,1,0
2023-12-25-20-02-11,2,0
2023-12-25-20-02-12,4,0
2023-12-25-20-01-09,3,1
2023-12-25-20-03-32,1,0
2023-12-25-20-03-32,2,0
2023-12-25-20-03-32,4,0
2023-12-25-20-03-32,3,1
2023-12-25-20-04-09,1,0
2023-12-25-20-04-09,2,0
2023-12-25-20-04-09,4,0
2023-12-25-20-45-37,1,0
2023-12-25-20-45-37,2,0
2023-12-25-20-42-38,3,1
2023-12-25-20-45-38,4,0
2023-12-26-08-48-41,3,0
2023-12-26-08-48-40,1,0
2023-12-26-08-48-40,2,0
2023-12-26-08-48-41,4,0
2023-12-27-07-08-08,3,1
2023-12-27-22-40-36,3,0
2023-12-28-08-00-04,3,1
2023-12-28-08-43-08,3,0
2023-12-28-09-00-10,3,1
2023-12-28-21-44-37,3,1
2023-12-28-21-46-11,3,0
2023-12-28-21-50-11,3,0
2023-12-28-23-49-38,3,1
2023-12-29-00-30-36,3,0
2023-12-29-08-49-40,3,1
2023-12-29-21-53-11,3,0
2023-12-27-07-11-08,2,0
2023-12-30-14-00-08,3,1
2023-12-27-07-11-07,1,0
2023-12-27-07-11-08,4,0
2023-12-30-14-32-41,3,1
2023-12-30-14-32-41,2,1
2023-12-30-15-43-13,2,0
2023-12-30-15-41-13,3,0
2023-12-30-17-43-11,3,1
2023-12-30-18-37-15,3,1
2023-12-30-18-38-08,3,0
2023-12-30-17-00-09,2,1
2023-12-30-21-32-36,2,0
2023-12-30-22-10-12,2,1
2023-12-30-22-46-36,2,0
2023-12-30-23-24-38,2,1
2023-12-30-23-59-12,2,0
2023-12-31-11-00-09,2,1
2023-12-30-18-41-11,3,0
2023-12-31-14-00-12,3,1
2023-12-31-11-30-11,2,0
2023-12-31-15-41-10,3,0
2023-12-30-14-35-41,1,0
2023-12-30-14-35-41,4,0
2024-01-02-14-10-40,2,1
2024-01-02-14-10-40,3,1
2024-01-02-14-13-40,1,0
2024-01-02-14-13-41,4,0
2024-01-02-14-36-44,1,0
2024-01-02-14-33-44,2,1
2024-01-02-14-33-45,3,1
2024-01-02-14-36-45,4,0
2024-01-02-14-46-04,2,1
2024-01-02-14-46-04,3,1
2024-01-02-14-46-04,1,1
2024-01-02-14-49-04,4,0
2024-01-02-14-58-10,2,1
2024-01-02-14-58-10,3,1
2024-01-02-15-01-10,1,0
2024-01-02-15-01-10,4,0
2024-01-02-15-16-42,2,1
2024-01-02-15-16-42,3,1
2024-01-02-15-19-42,1,0
2024-01-02-19-03-09,2,0
2024-01-02-15-19-43,4,0
2024-01-02-20-43-14,3,1
2024-01-02-20-46-14,1,0
2024-01-02-20-46-14,2,0
2024-01-03-01-37-04,2,1
2024-01-03-02-13-37,2,1
2024-01-03-02-16-11,2,0
2024-01-03-02-16-34,2,1
2024-01-03-02-17-36,2,1
2024-01-03-02-18-32,2,0
2024-01-03-02-20-11,2,0
2024-01-03-02-21-39,2,0
2024-01-02-23-03-09,3,0
2024-01-03-08-00-10,3,1
2024-01-03-08-52-35,3,0
2024-01-03-00-00-06,1,1
2024-01-03-07-00-07,2,1
2024-01-03-09-42-06,1,0
2024-01-03-09-00-03,3,1
2024-01-03-19-15-39,1,1
2024-01-03-19-03-12,2,0
2024-01-03-23-03-06,3,0
2024-01-04-09-00-07,3,1
2024-01-04-13-56-36,3,1
2024-01-04-13-59-09,3,0
2024-01-04-14-02-34,3,0
2024-01-04-00-14-07,1,0
2024-01-04-07-00-04,2,1
2024-01-04-18-02-04,1,1
2024-01-04-14-45-09,3,1
2024-01-04-19-03-02,2,0
2024-01-05-07-00-03,2,1
2024-01-04-23-37-10,3,0
2024-01-04-22-28-07,1,0
2024-01-02-20-46-14,4,0
2024-01-05-10-33-12,1,0
2024-01-05-10-30-12,3,1
2024-01-05-16-03-09,3,0
2024-01-05-13-00-04,1,1
2024-01-05-17-58-42,3,1
2024-01-05-10-30-12,2,1
2024-01-05-10-33-12,4,0
2024-01-05-19-04-15,3,1
2024-01-05-19-20-36,3,0
2024-01-05-22-21-02,3,1
2024-01-05-19-04-15,1,1
2024-01-05-22-53-08,3,0
2024-01-06-00-06-12,3,1
2024-01-06-01-09-43,3,1
2024-01-06-01-12-06,3,0
2024-01-05-23-03-11,1,0
2024-01-06-01-13-35,3,0
2024-01-06-14-43-37,3,1
2024-01-06-15-27-38,3,0
2024-01-06-16-46-39,3,1
2024-01-06-09-00-10,1,1
2024-01-06-17-32-36,3,0
2024-01-05-19-07-15,2,0
2024-01-06-18-54-33,3,1
2024-01-05-19-07-15,4,0
2024-01-06-18-56-41,3,1
2024-01-06-19-52-38,3,0
2024-01-06-21-10-43,3,1
2024-01-06-21-48-40,3,0
2024-01-06-18-53-41,1,1
2024-01-06-23-07-39,3,1
2024-01-06-18-56-41,2,0
2024-01-07-10-00-10,2,1
2024-01-06-23-56-07,3,0
2024-01-07-14-00-08,3,1
2024-01-07-20-16-39,3,0
2024-01-07-21-23-10,3,1
2024-01-07-22-12-36,3,0
2024-01-07-12-58-12,2,0
2024-01-08-00-00-05,3,1
2024-01-08-02-27-07,3,1
2024-01-08-02-29-42,3,0
2024-01-08-01-05-40,2,1
2024-01-06-23-17-03,1,0
2024-01-08-03-45-41,2,0
2024-01-08-02-33-39,3,0
2024-01-08-09-00-04,3,1
2024-01-08-09-58-42,3,0
2024-01-08-10-52-02,3,1
2024-01-08-12-19-39,3,1
2024-01-08-12-21-37,3,0
2024-01-08-04-00-05,1,1
2024-01-08-05-39-42,2,1
2024-01-08-12-23-06,3,0
2024-01-06-18-56-41,4,0
2024-01-08-12-53-10,3,0
2024-01-08-12-53-10,4,0
2024-01-08-12-50-10,1,1
2024-01-08-12-50-10,2,1
2024-01-08-14-05-42,3,1
2024-01-08-18-00-08,4,1
2024-01-08-19-03-12,1,0
2024-01-08-19-03-13,2,0
2024-01-08-23-03-11,3,0
2024-01-09-09-00-09,3,1
2024-01-09-13-00-42,3,1
2024-01-09-13-02-37,3,0
2024-01-09-13-06-35,3,0
2024-01-09-05-00-09,1,1
2024-01-09-05-00-09,2,1
2024-01-09-14-38-08,3,1
2024-01-09-19-03-09,1,0
2024-01-09-19-03-09,2,0
2024-01-10-05-00-07,2,1
2024-01-10-05-53-35,2,0
2024-01-09-23-03-06,3,0
2024-01-10-08-00-10,3,1
2024-01-10-08-33-03,3,0
2024-01-10-06-51-10,2,1
2024-01-10-17-10-09,2,1
2024-01-10-17-12-04,2,0
2024-01-10-17-15-42,2,0
2024-01-10-09-00-06,3,1
2024-01-10-18-56-04,3,1
2024-01-10-18-56-12,3,0
2024-01-10-18-56-03,2,1
2024-01-10-04-47-34,1,1
2024-01-10-19-00-08,3,0
2024-01-10-22-21-11,3,1
2024-01-10-20-03-11,1,0
2024-01-10-19-03-02,2,0
2024-01-11-05-00-10,2,1
2024-01-11-06-58-04,2,0
2024-01-10-23-03-06,3,0
2024-01-11-08-00-12,3,1
2024-01-11-08-35-32,3,0
2024-01-11-04-59-08,1,1
2024-01-11-07-25-41,2,1
2024-01-11-09-00-12,3,1
2024-01-08-23-03-11,4,0
2024-01-11-12-22-46,2,1
2024-01-11-12-22-46,3,1
2024-01-11-12-22-46,1,1
2024-01-11-19-03-06,2,0
2024-01-11-12-25-46,4,0
2024-01-11-20-37-08,1,0
2024-01-11-20-34-08,3,1
2024-01-11-21-46-07,3,1
2024-01-11-21-47-10,3,0
2024-01-11-20-59-32,1,1
2024-01-11-21-51-11,3,0
2024-01-12-00-37-35,3,1
2024-01-11-20-37-08,2,0
2024-01-12-05-00-04,2,1
2024-01-12-05-59-08,2,0
2024-01-11-22-15-09,1,0
2024-01-12-01-03-08,3,0
2024-01-12-08-00-06,3,1
2024-01-12-08-46-07,3,0
2024-01-12-06-52-37,2,1
2024-01-12-09-00-11,3,1
2024-01-12-07-00-06,1,1
2024-01-12-23-03-08,1,0
2024-01-13-10-43-11,1,1
2024-01-12-21-36-09,3,0
2024-01-13-13-00-08,3,1
2024-01-13-13-42-38,3,1
2024-01-13-13-43-45,3,1
2024-01-13-13-45-13,3,0
2024-01-13-13-46-06,3,0
2024-01-13-13-49-06,3,0
2024-01-13-10-54-10,1,0
2024-01-13-14-30-37,1,1
2024-01-13-14-48-35,1,1
2024-01-13-14-50-11,1,1
2024-01-13-17-41-36,1,1
2024-01-13-14-00-15,3,1
2024-01-13-17-43-35,1,1
2024-01-13-20-31-39,3,0
2024-01-13-21-52-38,3,1
2024-01-13-21-37-13,1,0
2024-01-14-02-39-03,1,1
2024-01-14-03-36-39,1,1
2024-01-14-03-38-38,1,0
2024-01-14-03-41-09,1,0
2024-01-12-19-03-06,2,0
2024-01-14-07-11-11,2,1
2024-01-14-06-48-35,1,1
2024-01-14-08-12-34,1,1
2024-01-14-08-15-08,1,0
2024-01-14-07-50-08,2,0
2024-01-14-10-00-11,2,1
2024-01-14-08-17-11,1,0
2024-01-13-22-23-03,3,0
2024-01-14-12-03-36,3,1
2024-01-14-11-58-38,1,1
2024-01-14-12-24-09,3,0
2024-01-14-10-39-12,2,0
2024-01-14-12-44-35,1,0
2024-01-14-14-46-37,2,1
2024-01-14-15-10-36,1,1
2024-01-14-13-19-36,3,1
2024-01-14-18-03-06,2,0
2024-01-15-01-00-13,2,1
2024-01-14-22-37-42,1,0
2024-01-15-03-30-35,2,0
2024-01-14-23-03-11,3,0
2024-01-11-20-37-09,4,0
2024-01-15-04-00-04,1,1
2024-01-15-04-49-37,2,1
2024-01-15-08-00-12,3,1
2024-01-15-18-00-05,4,1
2024-01-16-09-55-54,1,1
2024-01-16-09-55-54,2,1
2024-01-16-09-55-54,3,1
2024-01-16-09-58-54,4,0
2024-01-16-10-02-16,1,1
2024-01-16-10-02-16,2,1
2024-01-16-10-02-16,3,1
2024-01-16-10-06-13,1,1
2024-01-16-10-06-13,2,1
2024-01-16-10-06-13,3,1
2024-01-16-19-03-12,1,0
2024-01-16-19-03-12,2,0
2024-01-16-10-05-16,4,0
2024-01-16-19-21-13,1,0
2024-01-16-19-21-13,2,0
2024-01-16-19-18-13,3,1
2024-01-16-19-21-13,4,0
2024-01-16-19-18-16,3,1
2024-01-16-19-21-15,1,0
2024-01-16-19-21-16,2,0
2024-01-16-19-21-16,4,0
2024-01-16-20-05-09,3,1
2024-01-16-20-08-09,1,0
2024-01-16-20-08-09,2,0
2024-01-16-20-08-10,4,0
2024-01-16-20-09-09,3,1
2024-01-16-20-12-09,1,0
2024-01-16-20-12-09,2,0
2024-01-16-20-12-09,4,0
2024-01-16-21-10-16,3,1
2024-01-16-21-13-16,1,0
2024-01-16-21-13-16,2,0
2024-01-16-21-13-16,4,0
2024-01-16-21-21-07,3,1
2024-01-16-21-24-07,1,0
2024-01-16-21-24-07,2,0
2024-01-16-21-24-07,4,0
2024-01-16-21-28-08,3,1
2024-01-16-21-31-08,1,0
2024-01-16-21-31-08,2,0
2024-01-16-21-31-08,4,0
2024-01-16-21-38-09,3,1
2024-01-16-21-41-09,1,0
2024-01-16-21-41-09,2,0
2024-01-16-21-41-09,4,0
2024-01-16-21-58-15,3,1
2024-01-16-21-36-14,1,0
2024-01-16-21-36-14,2,0
2024-01-16-21-36-15,4,0
2024-01-16-21-33-15,3,1
2024-01-16-22-01-14,1,0
2024-01-16-22-01-14,2,0
2024-01-16-22-01-15,4,0
2024-01-16-22-20-10,3,1
2024-01-16-22-23-10,1,0
2024-01-16-22-23-10,2,0
2024-01-16-23-03-08,3,0
